id,turns,victory_status,winner,white_id,white_rating,black_id,black_rating
AcdNj67e,54,mate,black,great-mate-super-gre,1638,alexey33,1497
LW7kerZs,46,resign,white,great-mate-super-gre,1605,go90,1403
kMQp9E8m,90,resign,black,great-mate-super-gre,1705,8124524987,1348
eQihBvoU,42,resign,white,great-mate-super-gre,1691,scarfachess,1335
p0OlEIGo,58,resign,black,alhshah,1253,great-mate-super-gre,1679
6IrjVPc0,53,mate,white,gemes,1238,great-mate-super-gre,1811
mjh5u1Ig,47,resign,white,great-mate-super-gre,1806,jjlopez,1199
SFdjqzyr,54,mate,black,jjlopez,1200,great-mate-super-gre,1802
quFoCNcW,104,mate,black,mrra,1258,great-mate-super-gre,1793
4URU1bmG,99,draw,draw,great-mate-super-gre,1706,juanca_22,1287
NaZOjwJY,81,resign,white,great-mate-super-gre,1782,fazkaz,1325
nnmASxQ6,57,resign,white,great-mate-super-gre,1770,fazkaz,1321
cHhT3SPI,58,mate,black,romanelli,1387,great-mate-super-gre,1739
3XqyqiLZ,33,resign,white,great-mate-super-gre,1697,corilus1,1405
EhpRGXtG,65,mate,white,great-mate-super-gre,1687,astropaulo,1108
duhtxKw6,80,resign,black,dimch73,1200,great-mate-super-gre,1670
UkIkOmsC,33,resign,white,seyen,1624,great-mate-super-gre,1620
j67nCume,6,resign,black,mohammad1534,1325,great-mate-super-gre,1620
DVaFUcT5,71,mate,white,fifthcategory,1677,great-mate-super-gre,1620
WCNAaQop,65,mate,white,great-mate-super-gre,1595,andi74,1416
EAJcH3eg,94,mate,black,donni999,1292,great-mate-super-gre,1500
kWKvrqYL,61,mate,white,daniamurashov,1439,adivanov2009,1454
9tXo1AUZ,95,mate,white,nik221107,1523,adivanov2009,1469
2hAfHcWW,59,resign,white,chessfishers,1724,motacarlos,1721
fUzznpbV,47,resign,white,askar11111,1687,chessfishers,1763
ox5WPHB1,119,resign,white,chessfishers,1732,satanhell,1700
J5qDbdI2,41,resign,white,karpovsian,1746,chessfishers,1772
436pmb8k,81,draw,draw,chessfishers,1773,shikantaza,1768
KUCLePTd,116,outoftime,black,thesurprizer,1624,chessfishers,1741
GxPfwKKO,99,draw,draw,chessfishers,1772,stonedragon,1537
k3buQmpE,77,resign,white,lexmask,1783,chessfishers,1841
qIStgGJx,81,resign,white,chessfishers,1811,avaysberg,1581
e7lWJcnK,96,draw,draw,jorgeluis08,1733,chessfishers,1833
NfyHNEiR,10,resign,white,patgarret,1625,chessfishers,1833
z6gg3YYt,98,outoftime,black,ben2016,1460,chessfishers,1808
w6yX99ya,18,resign,black,kingknightfirst,1679,chessfishers,1695
un86XZiS,95,resign,white,chessfishers,1500,fairnessfirst,1539
TaJPxLiw,32,mate,black,srn3000,1336,kylarr,1275
r2khP5Vs,43,resign,black,kylarr,1295,davidena,1311
IVrAnmJv,81,resign,black,kylarr,1325,iriskesss,1379
vZvrBGAQ,31,mate,white,kylarr,1302,an73r05,1293
9ptYOW8L,27,resign,white,miriyalavikram,1431,kylarr,1320
awZ3R17W,42,resign,white,dagobertzeiler,1333,kylarr,1347
RS68WCJP,46,resign,white,kylarr,1345,sendy1311,1340
jwaipTby,124,mate,black,joueur2104,1444,kylarr,1300
u1g5LTHq,46,outoftime,black,kylarr,1331,khosro1340,1374
TciMcYZX,85,resign,white,maumau62,1387,kylarr,1368
pi46u5H1,39,mate,white,vate01,1419,kylarr,1425
13Bhzfum,38,outoftime,black,parabailarlabamba,1263,kylarr,1387
hUEg89zo,53,resign,white,lukat92,1433,kylarr,1458
vFtmDOwT,63,resign,white,kylarr,1372,miki_von_ra2n,1393
3RyTRCMI,37,resign,white,kylarr,1332,sercrumb,1081
2n4fQAJi,114,draw,draw,kylarr,1309,anemos_pm,1375
bB8WETtM,52,resign,black,diegodon,2175,futuro_gm22,2208
Xe3gOrsz,7,draw,draw,futuro_gm22,2208,azzix13,1500
NTp13DPP,56,draw,draw,futuro_gm22,2208,marantz3,2526
ITipQLDu,62,mate,black,jamila1234,1348,futuro_gm22,2208
xJDUaj1h,69,resign,white,futuro_gm22,2207,azinrah,1634
vWoHMisO,189,outoftime,white,futuro_gm22,2206,assasin_creep,1723
VhJ7cV1L,64,resign,black,valerio81,1725,futuro_gm22,2204
KCqT9eNw,77,resign,white,futuro_gm22,2201,ray44,1849
Bs8JtkKB,29,resign,white,futuro_gm22,2192,st2orm,2063
6qe4OBBp,86,resign,black,mory06,1902,futuro_gm22,2188
FtwV4vsK,78,mate,black,aog_44,1620,futuro_gm22,2187
dYbRt8WE,22,draw,draw,futuro_gm22,2189,ronjas,2123
6fDBMspI,117,resign,white,futuro_gm22,2182,alfio,1999
nCjGdt4W,168,resign,black,paciano2017,2188,futuro_gm22,2168
3CmelaEs,27,resign,white,jayweigall,1823,bouchon,1600
Xb7CydfV,66,mate,black,mastersalomon,1909,greenpeace48,1639
dmDRp2sC,61,outoftime,white,mitiko,1853,mastersalomon,1923
cmfM3vr9,69,resign,white,sailor7,2121,mastersalomon,1929
Hj23Y0k5,74,outoftime,black,mastersalomon,1935,boberarena,2124
FoGBNiqO,94,mate,black,benuard,1916,mastersalomon,1924
fPQvNK6L,75,resign,white,mastersalomon,1916,h2oh2o,1791
TPRYE54j,92,outoftime,black,mastersalomon,1931,jokijo2002,1749
cLZLdARn,76,mate,black,ferrazferraz,1643,mastersalomon,1927
bbgVRZrl,58,resign,white,momas,1801,mastersalomon,1943
299htGOa,119,mate,white,mastersalomon,1942,rahim-faramarzi,1466
bM6kL3YE,70,resign,black,mastersalomon,1957,lopinnho2016,1820
cqvcjaDD,121,outoftime,white,huskygaze3,1933,mastersalomon,1970
ySnYe7O0,75,resign,white,breizhmasters,2016,mastersalomon,1980
IRsVxsLY,109,mate,white,mastersalomon,1969,majid141,1971
KmqpVjte,87,resign,white,mandre,2168,mastersalomon,1975
MGkqyA4X,77,resign,white,mastersalomon,1968,laussy,1817
2Nk1rUCU,87,outoftime,white,mastersalomon,1961,kaji_djagal,1805
kzxfItmB,91,mate,white,vitaminex,1746,mastersalomon,1979
vtCUw4Z9,50,mate,black,eraldii,1878,mastersalomon,1971
dOQaxzEn,29,mate,white,ziltoid,2086,mastersalomon,1979
RjODDIbs,117,resign,black,mastersalomon,1992,alkun57,1941
IDbDPz4E,47,resign,white,mastersalomon,1981,whiteknight8x8,1977
Vt6ziGBL,150,resign,black,ruthvick1,1880,mastersalomon,1972
pvahQeRF,10,resign,white,mastersalomon,1971,jul-ana,1244
AKuWPODR,108,resign,black,tobelik,1452,mastersalomon,1970
MBtZLMaS,42,resign,black,mastersalomon,1976,licko,2152
fsVliFww,87,mate,white,mastersalomon,1970,nru5561054,1785
DmFupUp9,69,outoftime,white,pracvova,2107,mastersalomon,1978
MJDEd1R1,94,resign,black,mastersalomon,1981,kingscrusher-youtube,2303
4bhYjzWn,56,resign,black,ramamaulana,1941,mastersalomon,1971
07qaUepw,47,resign,white,mastersalomon,1953,hazard56,2149
peDF4tDs,113,outoftime,white,kingscrusher-youtube,2287,mastersalomon,1956
71X7CReI,71,resign,white,gory,1929,blessedup,1876
bb1svOss,68,resign,black,blessedup,1892,mrpro9753,1761
fP7jQopo,28,resign,black,blessedup,1898,st2orm,2055
1zIBWzYk,93,resign,white,blessedup,1886,elgizawy,1906
Aub91G4K,56,resign,black,dosviduli,1768,blessedup,1878
aq5q3fp8,31,resign,white,sosnovsky,1696,blessedup,1896
nHYxIoXC,89,draw,draw,calamitychess,2160,blessedup,1888
fSfVNBR7,71,resign,white,blessedup,1881,saudgsf,1737
uvux5Jib,64,resign,black,blessedup,1888,papase,1875
E9a3UGvL,64,resign,black,papase,1886,blessedup,1876
Iv2oLvpe,59,resign,white,mvl9000,1777,mrciguma,1867
WKTzddNg,63,resign,black,esistderboy,1626,mrciguma,1862
nkOcFkEX,69,mate,white,mrciguma,1844,edarfix,2056
NwBz5JK1,45,resign,black,curvyhat,1810,jasthewas,1700
p1oFoNas,25,resign,white,killerkaz,2277,curvyhat,1810
bGiGLLkt,104,mate,black,deno01,1389,taranga,1307
qUetu3Fa,33,resign,white,mastermax19,1678,taranga,1299
LmAF9EOQ,64,mate,black,soheil0,1152,taranga,1299
ZWXisimD,62,outoftime,black,taranga,1303,atarasenko,1634
VW8jn694,47,mate,white,taranga,1278,adilsontxyw,1530
VCm6Y9sa,30,resign,white,kaoruko,1595,taranga,1281
JfT9yIBl,24,resign,white,taranga,1267,shahen07,1344
1GJI8zgp,20,resign,white,aslan737373,1332,taranga,1277
1vZFGZU4,66,resign,black,jjlg3531,1213,taranga,1277
orGL4RMu,12,outoftime,black,taranga,1277,sanchitkaushal,1047
5ORW5WNC,63,resign,black,sanchitkaushal,1047,taranga,1277
Bys3Uii4,82,resign,white,barker1964,1393,taranga,1285
6XdCEkkJ,87,resign,white,taranga,1279,temi2017,1090
VCvbNgko,19,resign,white,taranga,1268,killerbrecht,1255
kvaVGWlk,59,mate,white,oldsim,1186,taranga,1283
0gTDO6Av,124,mate,black,taranga,1283,whfo,1267
t7vvcwqO,96,resign,black,phileasfrog,1290,taranga,1270
igSDFKv0,53,outoftime,white,patrizio67,1331,taranga,1281
facMwkUo,39,mate,white,piroz_xucestih,1304,taranga,1292
j5KY62yS,10,mate,black,taranga,1305,piroz_xucestih,1293
nyYULwUl,51,mate,white,lelik3310,1308,taranga,1317
h0YsGMhj,18,resign,black,cesar1945,1296,taranga,1305
o4T7dj5h,106,mate,black,marmoraka5,968,taranga,1305
VgNt0SSX,38,mate,black,taranga,1293,vikrant_dalvi,1466
UvqLtnPM,59,mate,white,xapoh,1500,taranga,1299
1b0kpInt,111,mate,white,taranga,1288,jamila1234,1232
dJEtAQp7,28,resign,black,taranga,1289,hknight_chess,2108
ZPHBiKBY,101,outoftime,white,blassterkal,1431,taranga,1289
I8odmGjb,15,mate,white,striker123,1806,taranga,1289
DijZlfMy,42,resign,white,taranga,1289,yugesh_naidu,1311
LyRqbD4d,118,resign,black,blassterkal,1431,taranga,1289
CvakmVNb,34,resign,black,taranga,1289,andreas636,1484
O037dETy,60,resign,black,taranga,1289,armourbuddy,1810
CxQlHSnq,66,resign,black,striker123,1806,taranga,1289
Q0jogkvi,21,outoftime,white,taranga,1289,snapper,1500
QurxyQkA,73,mate,white,moon50,1409,taranga,1297
mJ9VpdxV,159,mate,white,taranga,1280,moon50,1485
edYOVb5F,74,resign,white,taranga,1280,italiantranslator,1211
GstYv2mJ,28,mate,black,italiantranslator,1211,taranga,1280
dFQ5D7CS,112,mate,black,taranga,1281,naoufel,1765
LRuPGSew,31,resign,white,sasmitha,1893,torri_tentori,1899
y35YmEeP,63,resign,white,pogo123,1743,sasmitha,1910
4MfEuCFa,111,resign,black,guymatt,1990,sasmitha,1901
tPXYcrnA,42,resign,black,sasmitha,1912,fabrysgo,1958
3raB01db,39,resign,white,fabrysgo,1947,sasmitha,1923
82SyDDyE,121,resign,white,sasmitha,1919,meldysen,1640
HOgDIQun,12,resign,black,bert-w,1681,sasmitha,1914
dpeXytZz,47,mate,white,sasmitha,1904,mat43,1841
WT76RhlG,15,resign,white,sasmitha,1903,mg196893,1183
aB0B2wMt,115,mate,white,crazyscientist1,1015,bz,1818
oHLajnHe,97,resign,white,bz,1818,crazyscientist1,1015
PkfoSwTO,54,resign,black,crazyscientist1,1015,checkmate3141,1779
oqiwm8PE,70,resign,black,checkmate3141,1779,crazyscientist1,1015
IsE86690,31,resign,black,crazyscientist1,1015,checkmate3141,1779
qTC6H6FY,60,mate,black,leondiney,1682,crazyscientist1,1015
bJqVSiNZ,97,resign,white,unicornz,2305,crazyscientist1,1015
3jBatLO6,22,resign,black,crazyscientist1,1015,unicornz,2305
HlwkqfH2,69,resign,white,crazyscientist1,972,klopstockus,1484
itLTZ0AT,101,mate,white,crazyscientist1,928,bryguy,1442
uOHTBAzi,57,resign,white,crazyscientist1,884,avestruz,1415
Prg9C0BE,76,mate,black,viktor-1977,1187,crazyscientist1,845
516BT5yk,120,resign,black,martinlutherking,1450,crazyscientist1,789
XJoTQFBp,2,resign,black,crazyscientist1,784,tahsinkayas,1006
DFhHkmdh,2,resign,white,bassboy,827,crazyscientist1,806
EWdOWrp4,2,resign,white,nickatikatom,1025,crazyscientist1,818
huIqSncW,2,resign,white,jessicaals,1027,crazyscientist1,831
0p0uuHOx,2,resign,black,crazyscientist1,837,koksalakdeniz,1216
Qh1QZl9s,2,resign,black,crazyscientist1,844,koksalakdeniz,1214
IPqIOqAm,2,resign,black,crazyscientist1,844,pedronev,1500
ZJ0P8rbJ,2,resign,white,pedronev,1500,crazyscientist1,844
K0508Ju2,2,resign,black,crazyscientist1,844,pedronev,1500
SOv7bjke,2,resign,white,koka123,1454,crazyscientist1,845
tHoZXx2x,2,resign,white,brotherbilal,1500,crazyscientist1,845
51KzFMkU,2,resign,black,crazyscientist1,856,goosebumps,1121
ZJGXmSUw,2,resign,black,crazyscientist1,889,criscola,850
EtSMEwpG,3,resign,white,criscola,833,crazyscientist1,930
djFvoMLe,2,resign,white,sawatdiikrup,955,crazyscientist1,965
ejCf0dbV,2,resign,black,crazyscientist1,1004,thejuicecar,999
eibsMAQI,2,resign,black,crazyscientist1,1042,phazon23,1083
kgOcPDZ0,2,resign,white,daniil78,1245,crazyscientist1,1069
EgSuznE2,3,resign,white,gorik6660,1121,crazyscientist1,1123
jfklAxK6,3,resign,white,haskox,1184,crazyscientist1,1187
Uf2JBDvR,2,resign,black,crazyscientist1,1253,riccovieira,1300
W9qwQpJH,3,resign,white,ralex,1418,crazyscientist1,1271
yr9cSh61,3,resign,white,philiprib,1405,crazyscientist1,1500
hYTCW7wM,66,draw,draw,crazyscientist1,1500,unicornz,2305
Iu8FaCbC,65,outoftime,white,shryder,1508,sombra_knight,1443
kKhmGgkh,57,mate,white,iamaliveandbored,1158,gighellone,1155
WiLRYEgT,100,draw,draw,afndina,1158,iamaliveandbored,1158
RL9ZdQO3,23,resign,white,iamaliveandbored,1158,sparkyman,1324
CIUu7318,31,resign,black,iamaliveandbored,1158,sparkyman,1324
7SDFM8wY,7,resign,white,sparkyman,1324,iamaliveandbored,1158
KBG3ijIf,6,resign,black,iamaliveandbored,1158,sparkyman,1324
XedVZ3HB,26,resign,black,filmokholik,1101,iamaliveandbored,1148
GSeyt4C8,16,resign,black,iamaliveandbored,1159,aleff_blendon,1165
GEZZDaWj,14,resign,black,iamaliveandbored,1166,silasolveirasilva,1295
2noWkIb8,78,draw,draw,duettoduetto,1227,iamaliveandbored,1164
m5AyQ1qS,4,resign,white,edwar,1500,iamaliveandbored,1168
h1EtGGgN,85,resign,white,iamaliveandbored,1157,godk2001,1156
ZFjv8xKj,7,draw,draw,godk2001,1156,iamaliveandbored,1157
WMtKPrKP,44,resign,black,lichess2point0,984,iamaliveandbored,1151
L18vqYGs,61,mate,white,iamaliveandbored,1141,hirenmac44,1127
Ck1Xp2MO,47,resign,black,iamaliveandbored,1150,dmarin5983,1223
vTOSDGgh,27,outoftime,white,iamaliveandbored,1127,cacarot,1166
Nc6OVdnO,36,resign,white,ronnie2011,1177,iamaliveandbored,1137
eOo0fDQ6,92,resign,black,zaferalt,1155,iamaliveandbored,1125
009mKOEz,36,resign,black,maharnav,1890,agvega14,1838
GroUpAby,42,resign,black,maharnav,1905,rl12,2026
HGoNE8AY,102,resign,black,barreira,1678,zhaska,1714
o7ngiupk,88,mate,black,vazchand,1702,zhaska,1704
iby3Yigw,112,outoftime,black,zhaska,1713,bartoszgala,1743
sum49sJK,39,resign,white,zhaska,1703,jmobley0429,1711
z8xxIZkQ,63,mate,white,jmobley0429,1699,zhaska,1713
1bMFoPIz,35,resign,white,zhaska,1702,omega76,1728
L6Jc8r3W,43,resign,black,vlad1956,1642,zhaska,1685
i6e1avWA,120,mate,black,zhaska,1695,canadave,1679
RM7w84vn,71,mate,white,alstef56,1700,zhaska,1706
uPVmYmVk,90,resign,black,zhaska,1716,pronew,1722
3KkhSXlX,29,resign,white,zhaska,1703,juan67,1771
cqXloNgE,87,mate,white,sportowiec,1740,zhaska,1713
hK6BdHCI,52,resign,black,baobaob,1721,zhaska,1702
n6WOimlf,53,mate,white,zhaska,1692,bobchess77,1674
xesqmXNW,83,resign,white,zhaska,1683,azizhoca,1628
6OZRJJLW,67,resign,black,azizhoca,1639,zhaska,1674
Cikg9Gaw,94,mate,black,zhaska,1683,zeya2500,1734
WAMnfVdC,137,outoftime,white,alexandr-l,1647,zhaska,1695
ily9u1Zz,56,resign,black,smaugthemagnificent,1582,zhaska,1687
Kz3eFBjy,35,resign,white,zhaska,1680,dac23,1577
1x70PVBu,84,mate,black,zhaska,1690,cokoy,1700
FUStUTQW,37,mate,white,heliomarin,1744,zhaska,1699
ovMHme2u,120,mate,black,zhaska,1708,heliomarin,1733
0EJ2ONGh,77,mate,white,okulus,1702,zhaska,1719
XJtBLuuO,91,mate,white,zhaska,1709,flavio1985,1722
FLX96INo,81,outoftime,white,jomanuell,1768,zhaska,1717
jkS5U41q,114,mate,black,zhaska,1730,gorsh78,1660
Z5mPtQn8,38,outoftime,black,taurusvaler,1746,zhaska,1719
RS0ZfKLO,106,mate,black,zhaska,1730,rafael000,1694
EsGO2GeZ,58,resign,black,rafael000,1704,zhaska,1720
z1i6zojX,111,mate,white,dxkate,1720,zhaska,1720
VZnOnoUz,59,resign,white,zhaska,1709,marik1914,1725
pjTpOUmF,46,mate,black,marik1914,1736,zhaska,1697
VUwenady,122,draw,draw,zhaska,1696,marik1914,1738
1QJ7yV5p,39,mate,white,marik1914,1728,zhaska,1706
sROrRwdf,77,mate,white,zhaska,1694,marik1914,1740
LUbbGSQ6,99,resign,white,marik1914,1730,zhaska,1704
Dtpu0h0P,102,outoftime,black,zhaska,1714,marik1914,1720
sZhiV3ak,112,mate,black,zhaska,1725,shahinzare0911,1694
nHAOzkqi,38,outoftime,black,zhaska,1735,aswood,1760
JdzySEO4,96,outoftime,black,sisyphos33,2384,shiwen,2199
MgmLb2jQ,63,resign,white,karlaugust,2212,shiwen,2231
pN0ioHNr,349,outoftime,white,shiwen,2194,kijek,2240
ZEczGP5i,157,resign,white,shiwen,2162,jatekos,2122
0KNM12o8,23,resign,white,lupanama,2426,shiwen,2178
8kEcTD4b,64,resign,black,shiwen,2196,lupanama,2420
3HKtv6te,46,resign,white,lupanama,2413,shiwen,2219
VyhTybZJ,67,resign,black,shiwen,2247,lupanama,2405
z2iZysDy,102,resign,black,eddard_stark,1559,apfelschalen,1676
kC0IaHV0,48,resign,black,walter1861,1357,apfelschalen,1676
EDxt2rWv,43,resign,white,apfelschalen,1658,leprotto14,1309
u90L3FmV,100,resign,black,apfelschalen,1658,atreblabo,1573
ttyl0aRw,130,draw,draw,eltoto80,1500,apfelschalen,1658
HtmwcFhB,65,resign,white,ladiagonale,1978,apfelschalen,1658
nUNuwgUz,3,outoftime,white,apfelschalen,1658,c_player,1240
JQR5VNy3,41,draw,draw,utkucan12213,1705,apfelschalen,1658
vDmb9CDV,36,resign,white,apfelschalen,1658,muhammed3,1500
cbr6bP6k,82,outoftime,black,flogistus,1500,apfelschalen,1658
2Obpn7X2,13,resign,white,apfelschalen,1658,meedhos,1500
KQ459C6E,52,resign,black,topranklanc,1403,apfelschalen,1658
z3KBy9i2,39,mate,white,apfelschalen,1658,topranklanc,1403
RMmpKY7K,71,resign,black,apfelschalen,1658,docloas,1531
1FrVcx8m,106,mate,black,cyborgx7,1512,apfelschalen,1596
l7kgBPnD,90,resign,black,apfelschalen,1715,ekber,1660
ngDOMpOF,30,resign,black,xyzos,1345,apfelschalen,1676
elcVVbjJ,111,mate,white,apfelschalen,1500,psl35,1503
2Hs0j8CD,32,resign,black,bouguerrou,1503,apfelschalen,1500
hYdVY5b5,71,resign,white,krishna06,1875,mikailmalik,1433
S34YbErD,40,resign,black,sandycastro,1523,pimentars,1985
TxJ2QXgi,97,resign,white,thechessdetective,1774,igorigorigorigorigor,1863
0KC8yeP1,117,draw,draw,thechessdetective,1774,swordswiper,1250
O2vhsJ0k,62,resign,black,fatihmete,1507,thechessdetective,1770
HWw4eAWR,14,resign,white,lance5500,2621,thechessdetective,1770
jgpqHgZq,101,mate,white,thechessdetective,1770,opabinia2401,1447
s3RPv11h,69,mate,white,thechessdetective,1770,laurenzchess,1494
NzOPqk1Z,55,resign,white,thechessdetective,1770,retestone,1832
LIm2TkxD,32,resign,black,thechessdetective,1770,hqfrequency,1824
8RBRXJuR,3,resign,black,swordswiper,1250,thechessdetective,1770
soOvu1BQ,26,resign,black,mindfulgaze,1076,thechessdetective,1770
ZR1nY5zq,17,resign,white,thechessdetective,1770,fadygeorge,1625
DxAgCZJg,47,mate,white,arunava,1440,thechessdetective,1770
SNmsypqd,85,mate,white,chessprincess12,1500,thechessdetective,1770
DYoF9nv7,72,resign,black,thechessdetective,1770,chessqueen48,1950
BNtgHr7X,27,draw,draw,komis1987,2273,knightkenan,2134
iL1ysSrE,86,draw,draw,rajuppi,2452,anonymous_enemy,1500
GuXycHvD,52,outoftime,black,anonymous_enemy,1500,lance5500,2621
1Q3YnIuM,97,draw,draw,anonymous_enemy,1500,beepbeepimajeep,1500
ZC5Wlc1E,52,resign,black,anonymous_enemy,1500,mysterious_expert,2209
l6HsPwr4,63,outoftime,white,king-bullet,2522,anonymous_enemy,1500
QIiPsN3Z,86,resign,black,anonymous_enemy,1500,lance5500,2621
QE4cB0ve,143,resign,white,lance5500,2621,anonymous_enemy,1500
6jsWco3f,76,mate,black,oxidizenberg,1500,anonymous_enemy,1500
vPOoHt8K,82,mate,black,eldiablo5,1907,beepbeepimajeep,1500
icGrzd9u,50,outoftime,black,fairygirl,2438,eldiablo5,1907
eNRm6ePT,28,resign,black,cliff_walker,1868,eldiablo5,1886
eO28B17A,135,mate,white,eldiablo5,1876,tsiri86,1648
v2VVSPcD,105,resign,white,beepbeepimajeep,1500,eldiablo5,1876
QVxPIW50,33,resign,white,amin1376,1500,eldiablo5,1876
A3Ti7K3E,11,resign,white,ladyka,1865,solidchess_hehe,1562
94SUhs7h,80,draw,draw,akbar,1685,solidchess_hehe,1562
pnXKmrid,51,resign,white,papanik,1579,solidchess_hehe,1562
iuUzWX3D,54,resign,black,dolboyasher,1637,solidchess_hehe,1562
hNS2HA6T,16,resign,black,solidchess_hehe,1562,ahmadirr,1657
bRDUOVuL,17,resign,white,dawud87,1703,solidchess_hehe,1562
SFZMXN39,74,mate,black,lzchips,2231,solidchess_hehe,1562
xJNfLJZu,119,draw,draw,badpuppy,1949,solidchess_hehe,1562
lvEwD7Vh,11,resign,black,solidchess_hehe,1562,brazil01,1682
bOIBLXhh,127,draw,draw,solidchess_hehe,1562,lzchips,2207
ds8p1j8l,51,resign,white,lzchips,2207,solidchess_hehe,1562
N3AZ31tv,42,resign,black,solidchess_hehe,1562,lzchips,2207
sBJPOSd9,63,resign,white,lzchips,2207,solidchess_hehe,1562
qSqhVBQO,48,resign,black,solidchess_hehe,1562,lzchips,2207
cB0V6cOk,28,resign,white,lzchips,2207,solidchess_hehe,1562
hzt81zDX,56,resign,black,solidchess_hehe,1562,lzchips,2207
CAGGV4eP,23,resign,white,lzchips,2207,solidchess_hehe,1562
vuU9jLJR,48,resign,black,solidchess_hehe,1562,lzchips,2207
tpMi3gNL,57,resign,white,lzchips,2207,solidchess_hehe,1562
b0i8Qia2,44,resign,black,solidchess_hehe,1562,hmoumen,1934
8S2Yw4eB,33,resign,white,hmoumen,1934,solidchess_hehe,1562
4S05ENxT,61,resign,white,lzchips,2210,solidchess_hehe,1562
xnMevRt7,54,mate,black,solidchess_hehe,1562,lzchips,2210
3LoIMj0T,15,resign,white,deadintheend,1708,solidchess_hehe,1562
qth736S6,16,resign,white,solidchess_hehe,1562,deadintheend,1708
MLiqOV1S,57,resign,white,solidchess_hehe,1562,shakura,1784
sj1tIOnF,105,resign,black,solidchess_hehe,1562,lzchips,2210
vcyCTrUr,23,resign,white,lzchips,2210,solidchess_hehe,1562
lSrC8b1C,53,resign,black,solidchess_hehe,1562,lzchips,2210
FT4CO922,25,resign,white,lzchips,2210,solidchess_hehe,1562
PAoGElDl,22,resign,black,ellute1,1539,solidchess_hehe,1562
i8FVQVei,34,mate,black,solidchess_hehe,1562,lzchips,2210
ph1DDWjU,36,resign,white,lzchips,2210,solidchess_hehe,1562
F34kNloy,86,resign,black,solidchess_hehe,1562,lzchips,2210
jVBZpSFY,91,resign,white,lzchips,2210,solidchess_hehe,1562
VQLj7TuO,88,resign,black,igorzz,1710,solidchess_hehe,1562
6MD0IbV4,38,resign,black,solidchess_hehe,1562,lzchips,2314
k8CihQCx,67,resign,white,lzchips,2291,solidchess_hehe,1562
bkoS7orH,52,resign,black,solidchess_hehe,1562,lzchips,2291
XaQDaiuy,29,resign,white,lzchips,2291,solidchess_hehe,1562
5BqySxC7,62,resign,black,solidchess_hehe,1562,lzchips,2291
pD72wIja,142,resign,black,belal85,1634,solidchess_hehe,1334
nA1HiO32,23,resign,white,vic_mark,1522,solidchess_hehe,1486
8lIEQ2jq,128,resign,black,emivaldo,1495,williamzhi,1495
Iqqr1AI1,130,outoftime,black,navagradak,1473,williamzhi,1484
5NqEz6kc,119,outoftime,white,williamzhi,1484,rati0nal,1500
bRqF92ZI,49,mate,white,williamzhi,1484,rati0nal,1500
bbJk6HHn,129,draw,draw,arbizu95,1408,williamzhi,1487
uo8FFhLJ,69,mate,white,ahmetoda,1469,williamzhi,1498
3sYNairy,67,mate,white,williamzhi,1486,antoinemorazin,1538
ud3FLrhA,35,resign,white,almovadar,1618,williamzhi,1486
YmaPOQTo,49,mate,white,rati0nal,1500,williamzhi,1486
6QV5RHif,107,draw,draw,gustavo2320,1373,williamzhi,1489
BWD95zsx,14,resign,black,filippoiii,1509,williamzhi,1478
iIdO9cAL,38,resign,black,amithchess,1468,abujssar,1489
E7mvUTYK,29,resign,white,abujssar,1479,amithchess,1478
Zn6wPSQo,128,mate,black,dbw91,1470,amithchess,1468
lV8uT17x,52,mate,black,amithchess,1478,abujssar,1468
iBdeFFM3,36,resign,white,abujssar,1457,amithchess,1490
n0LTpSyf,63,resign,white,amithchess,1480,abujssar,1467
44qxPzsV,137,resign,white,amithchess,1479,ark85,1497
zUchFnpu,54,resign,black,amithchess,1487,kasparidzec,1599
d1b5FNFX,32,resign,black,amithchess,1496,cscapsule,1532
zGncM82V,55,resign,white,kuldeepnegi,1500,amithchess,1504
zvXvUlPT,90,mate,black,amithchess,1512,tiger100,1581
8q66hSZL,53,resign,white,tiger100,1571,amithchess,1521
fJeik54u,64,mate,black,mehmetaligumus,1506,amithchess,1511
aoXuBR72,37,resign,white,trombopoline,1504,amithchess,1522
N0caFPgx,45,resign,white,yadi18,1594,amithchess,1530
RpIQHfzm,92,mate,black,amithchess,1540,freedombanker,1558
CvQehnOb,66,outoftime,black,gravely-mating,1440,amithchess,1532
E1UwBJqO,22,resign,white,ghdeodato,1655,amithchess,1540
BhmD4Qpk,81,outoftime,white,amithchess,1528,yespleasemor3,1574
V2gkDnnV,155,draw,draw,amithchess,1528,dnaveenkumar1,1530
RKZwglcY,51,mate,white,dnaveenkumar1,1519,amithchess,1539
yihRly68,68,resign,black,amithchess,1550,mjkv90,1556
RZj8lGx8,64,resign,white,alexandrp2009,1509,amithchess,1550
0uYvn4MH,48,resign,black,amithchess,1561,satoichi,1553
tYkfHVLG,72,resign,black,amithchess,1571,alexdp777,1574
SAExHA9F,107,resign,white,amithchess,1561,thenextbattle,1570
kwzsK4Qc,65,mate,white,thenextbattle,1559,amithchess,1572
g1lE2ipE,104,resign,white,amithchess,1560,casertaone,1578
o5ekafmb,66,resign,black,amithchess,1571,amigodan,1564
RXaldmlI,127,resign,white,amigodan,1552,amithchess,1583
RkPFxvVi,88,resign,black,amithchess,1595,gyryth,1536
